Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
48,60.41,,135.8,117.95,129.41,33.18,8.52,144.38,642.12,64.56,9.32,42.12,111.64,150.75,16.35,19.63,29.71
49,128.09,,105.54,1033.93,508.56,77.49,12.43,352.02,179.74,25.71,40.38,222.13,38.82,86.49,14.57,6.19,17.01
50,121.33,,56.48,103.71,547.6,8.03,5.56,1063.41,345.37,126.54,31.94,28.25,51.72,4.92,11.78,7.92,30.58
51,127.62,,26.88,21.49,220.49,27.14,3.51,211.61,312.19,65.07,70.57,194.44,115.2,9.65,35.1,9.28,41.89
52,134.73,,130.86,122.86,198.99,26.89,5.76,171.2,699.89,72.78,9.18,43.28,115.69,134.16,21.11,5.5,27.41
53,83.25,,78.71,536.26,861.74,36.66,15.09,319.49,475.27,19.42,9.26,162.25,39.52,73.85,5.81,6,15.87
54,105.55,,28.02,58.6,1028.81,34.25,14.5,737.28,255.49,154.81,18.21,69.48,43.75,1.21,19.7,36.65,19.14
55,84.78,,13.72,21.97,1165.46,20.94,8.88,453.38,379.23,10.19,14.29,190.15,118.03,11.52,30.68,4.89,21.9
56,150.04,,89.54,125.77,503.36,44.78,8,162.66,121.22,37.31,18.64,64.5,119.43,0.82,17.32,4.38,24.47
57,113.61,,40.48,102.52,1088.01,56.19,18.29,275.08,240.72,72.12,20.17,36.63,36.75,13.56,2.57,2.06,26.44
58,183.12,,17.81,69.67,1413.44,41.21,19.74,251.28,121.9,203.47,74.88,75.29,32.88,0.41,5,29.41,20.71
59,111.87,,11.77,19.39,368.96,44.8,6.35,427.85,575.97,34.76,16.4,189.4,109.24,0.3,3.15,2.01,16.94
60,180.77,,108.65,23.31,601.64,39.67,10.25,167.66,215.07,97.86,19.45,104.35,102.92,0.28,5.47,0.58,43.32
61,105.13,,82.27,63.78,561.6,53.42,5.36,229.38,183.9,133.15,19.55,20.28,56.37,6.27,5.65,1.71,42.96
62,52.35,,30.04,66.54,612.5,23.15,14.63,758.34,307.47,336.08,20.84,23.7,36.58,0.12,6.7,12.45,38.85
63,47.91,,46.72,34.6,612.68,23.61,4.92,333.4,165.09,67.1,7.76,145.77,90.77,0.03,7.76,7.5,49.63
64,74.26,,63.68,22.86,423.68,39.7,41.84,144.12,638.76,121.22,16.93,263.5,100.05,0.09,4.53,0.55,42.83
65,80.34,,94.05,57.94,517,92.66,8.34,163.88,184.91,84.33,46.55,106.44,35.01,0.11,12.41,1.93,50.61
66,60.27,,31.25,57.68,544.97,10.49,42.27,603.82,392.17,44.84,58.39,96.25,41.95,0.55,10.88,13.41,42.53
67,76.79,,3.7,27.7,210.52,44.75,13.23,180.5,188.44,76.18,,185.31,89.99,0.19,8.59,0.25,51.12
68,119.25,,58.69,16.24,330.33,30.55,12.82,73.42,498.47,46.85,2.55,135.49,95.97,0.36,6.99,0.56,38.09
69,4.94,,148.23,48.73,451.05,19.55,3.05,174.83,372.78,48.14,100.67,205.86,30.4,0.7,3.1,36.42,29.34
70,1064.31,,93.89,497.48,685.3,61.91,1.98,643.91,196.61,24.87,44.69,85.6,81,2.23,40.12,32.6,2.14
71,2986.5,,7.44,231.35,123.5,45.87,16.6,353.34,558.87,12.4,26.41,73.44,187.31,9.87,73.81,1.02,24.32
72,801.48,,3.79,45.95,167.73,59.51,15,147.42,309.53,76.66,42.79,67.76,75.19,14.32,39.74,0.5,240.57
