Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
48,3.9,,658.18,40.18,139.83,100.18,237.47,1082.18,76.02,469.29,446.42,87.21,719.45,356.73,615.67,337.39,173.51
49,1.84,,95.86,167.73,288.48,91.42,223.85,126.78,222.45,511.89,460.75,65.53,527.51,133.52,403.56,177.15,112.13
50,43.7,,227,287.39,29.47,42.64,324.13,394.99,128.12,324.67,518.51,61.42,734.48,131.44,278.79,269.35,117.27
51,2.27,,138.8,41.28,19.27,28.77,101.94,290.44,80.89,449.46,376.71,47.92,679.66,160.77,437.16,124.41,125.8
52,0.4,,723.28,36.12,15.73,107.87,185.9,958.06,37.47,362.75,592,94.62,691.49,62.44,402.58,144.84,163.77
53,6.72,,102.75,161.15,277.9,102.05,210.82,97.68,126.87,513.21,230.5,65.55,509.48,62.07,367.57,161.34,92.02
54,23.2,,509.18,290.74,38.2,70.18,262.59,451.96,69.04,707.2,281.65,105.61,947.04,285.89,370.68,280.83,91.36
55,2.27,,173.37,43.67,30.79,26.55,126.72,232.7,34.88,397.45,338.42,80.68,719.9,133.99,337.96,220.02,86.42
56,0.4,,750.39,33.94,115.76,161.5,177.88,681.1,89.52,513.05,613.37,247.01,705.35,84.67,391.4,174.35,90.02
57,6.5,,233.11,158.21,418.6,118.3,230,104.86,303.74,359.47,467.2,79.43,570.87,149.3,407.75,172.46,110.06
58,25.94,,54.24,302.36,238.75,58.84,254.94,483.7,340.7,515.84,364.98,81.84,895.64,118.89,488.39,282.24,88.97
59,3.99,,157.02,37.84,17.01,23.87,173.99,126.16,52.98,480.94,385.33,245.5,717.13,62.61,255.59,179.69,114.73
60,0.99,,779.59,29.32,170.94,172.05,212.7,181.96,107.82,440.55,441.79,83.05,722.25,91.07,285.62,216.52,37.46
61,5,,172.68,148.9,257.85,98.82,172.77,77.7,44.85,570.56,532.59,94.1,589.21,75.86,207.56,188.47,219.44
62,0.66,,53.01,307.3,295,52.21,176.67,146.35,47.28,412.55,439.44,128.36,594.46,58.42,480.82,287.18,42.43
63,0.44,,37.91,40.74,22.77,32.32,219.05,146.41,74.59,679.73,306,237.08,679.94,88.19,284.24,177.16,123.53
64,2.3,,669.26,27.81,83.95,125.48,284.56,129.41,249.1,443.15,148.16,218.92,592.93,84.24,276.98,162.48,122.09
65,,,191.66,148.5,131.51,65.11,293.88,80.59,164.03,315.18,532.55,69.13,400.36,55.22,314.14,135.58,138.52
66,5,,36.88,304.98,704.57,44.81,234.32,222.1,152.46,427.97,695.38,131.17,566.03,25.67,288.37,183.04,62.3
67,3,,42.56,38.92,29.36,43.69,220.68,49.94,103.97,372.77,306.77,171.45,633.92,70.51,227.62,104.75,90.28
68,2.6,,372.97,28.13,73.74,92.78,276.81,142.74,119.79,513.1,268.65,314.22,442.9,89.29,321.66,58.53,171.72
69,,,167.19,147.04,355.96,124.09,264.98,116.47,98.63,503.19,171.57,130.7,348.63,85.61,445.51,119.46,146.85
70,,,12.28,358.44,31.52,47.7,528.05,239.37,226.96,494.84,720.4,121.55,671.57,229.79,514.64,171.51,979.64
71,,,0.43,47.51,15.21,108.92,418.91,98.85,72.9,468.3,304.44,496.53,423.97,265.71,228.8,75.96,744.34
72,,,16.14,23.51,89.66,146.57,341.53,33.32,155.39,328.07,368.26,23.67,377.45,286.39,285.77,171.46,134.81
