Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
48,42.31,,79.17,52.23,13.14,17.99,442.78,131.03,111.84,317.48,213.64,342.92,220.19,60.23,6.59,476.04,472.15
49,29,,59.54,21.17,146.65,22.87,490.26,58.2,108.26,560.04,119.89,254.32,235.09,314.77,5.41,365.46,470.76
50,86.93,,28.03,270.11,10.14,27.04,1158.79,197.32,192.49,576.27,139.97,171.48,212.02,65.08,33.13,440.51,370.93
51,29.37,,45.86,239.11,48.52,76.62,855.74,126.24,57.71,478.83,201.21,336.04,286.26,337.84,19.04,388.2,381.48
52,42.49,,58.55,45.38,12.87,100.79,494.44,75.39,96.26,460.59,221.37,274.58,203.86,54.83,15.12,419.91,471.56
53,11.72,,64.22,20.25,136.85,62.31,452.67,41.67,61.65,371.63,130.51,229.6,239.76,178.61,17.49,371.2,454.88
54,44.45,,23.19,262.91,11.18,87.34,1103.03,254.73,85.2,588.94,101.03,256.54,222.6,74.74,15.97,222.93,403.81
55,57.17,,39.06,237.26,42.03,32.37,739.3,86.74,65.93,564.47,135.32,214.39,286.92,262.41,17.18,330.51,404.62
56,11.45,,52.39,35.29,30.86,46.58,564.26,81.69,60.28,555.38,143.91,317.54,230.31,78.63,21.72,430.96,435.46
57,18.79,,57.14,19.93,23.5,30.56,485.23,45.32,49.06,564.79,107.04,264.08,236.47,63.07,26.23,350.44,485.98
58,48.31,,27.45,266.51,54.5,41.79,1146.81,259.52,91.85,445.63,106.87,302,212.13,59.41,42.43,370.36,392.52
59,12.33,,41.24,224.34,1.5,30.2,995.8,113.2,72.67,402.32,244.33,376.66,298.07,48.5,14.85,254.66,428.94
60,10.48,,34.43,32.6,82.32,65.9,675.25,125.58,63.06,427.91,133.19,363.4,247.85,52.11,25.14,308.25,440.99
61,12.87,,97.25,19.09,28.59,44.06,621.81,125.09,107.51,602.54,134.91,372.24,238.6,24.57,10.02,418.18,311.87
62,6.25,,112.87,248.28,64.13,57.06,1157.56,265.97,57.4,779.03,106.53,418.12,197.68,46.28,2.83,496.64,399.81
63,2.65,,29.94,213.33,23.3,60.94,764.57,67.21,86.42,742.14,110.45,478.95,281.88,42.22,3.66,338.11,418.15
64,1.56,,66.41,29.07,20.36,55.3,1083.95,45.95,46.59,484.07,122.62,499.59,218.57,56.31,1.95,281.8,449.67
65,1.96,,95.04,18.9,26.6,52.53,500.36,88.36,169.08,333.82,60.78,355.76,219.75,25.21,13.7,361.94,483.1
66,0.86,,79.52,220.75,25.44,47.7,1041.4,25.93,142.74,584.6,237.18,427.17,190.64,19.77,10.93,481.76,404.9
67,0.51,,73.21,201.73,46.69,30.01,735.13,255.31,53.13,599.58,273.64,695.82,227.83,60.55,6.16,277.39,412.76
68,0.42,,44.8,28.58,68.32,41,769.24,106.01,327.88,459.66,269.9,590.74,170.21,31.84,6.51,266.25,456.62
69,0.72,,84.08,17.3,69.92,30.08,363.99,124.81,225.71,152.83,229.74,351.94,174.02,20.16,1.98,184.96,481.61
70,,,47.89,30.8,50.26,123.87,398.55,228.98,70.79,271.16,268.36,244.51,190.8,125.89,2.97,475.56,95.45
71,,,60.79,116.71,4.48,93.2,820.65,484.54,53.65,111.39,321.91,504.16,178.38,135.74,10.71,338.75,277.26
72,,,22.25,12.57,32.34,66.33,604.04,111.57,104.62,94.66,376.42,311.08,87.18,69.88,3.39,705.37,817.97
