Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
43,1234.71,,4.04,169.81,566.18,694.93,579.82,4452.91,3230.39,706.69,1162.86,2396.85,659.36,39.13,352.73,435.94,2138.97
44,897.25,,11.67,117.7,554.06,544.02,1887.29,5764.33,2052.02,331.96,843.81,1846.8,407.82,40.59,713.21,439.13,1883.14
45,453.05,,13.84,82.34,314.87,1846.08,795.4,6398.32,3195.58,680.09,954.56,2201.71,1023.93,96.33,119.77,460.53,1184.13
46,212.63,,14.36,309.75,274.19,1367.14,1079.54,5727.99,3453.66,1331.12,841.02,3878.82,1185.51,97.78,129.57,319.45,851.26
47,207.03,,2.64,143.1,241.22,1226.44,1043.01,4345.51,2972.2,1831.54,1116.51,3061.57,779.47,48.09,52.94,400.65,1172.34
48,639.84,,16.76,99.06,617.3,374.62,1571.17,5840.46,2048.33,491.79,904.36,1996.51,443.69,54.86,162.12,384.49,1401.79
49,282.85,,8.91,69.36,992.06,1938,826.89,6505.1,3316.97,1147.83,536.68,2582.36,1029.7,98.1,49.53,465.71,776.54
50,165.29,,15.59,272.31,207.63,1542.91,1197.81,7392.84,3981.14,1040.73,894.93,3167.89,1227.07,25.25,4.83,353.11,832.31
51,102,,2.17,94.35,175.49,865.13,1076.24,5892.89,3209.75,1295.94,920.61,3221.75,764.33,13.83,3.06,319.92,1232.34
52,703.38,,32.59,68.81,514.55,848.68,1847.44,5236.15,2277.91,769.16,700.76,2047.06,439.82,7.89,28.98,332.06,1428.52
53,26.3,,18.35,53.11,419.32,2091.13,824.38,9867.93,2349.2,679.18,433.09,3056.35,926.79,10.84,89.61,435.53,1193.31
54,75.17,,14.08,253.94,322.86,1337.23,1337.25,13228.2,2278.81,1185.71,602.53,3355.52,1130.48,16.64,5.52,369.66,1425.62
55,30.45,,13.44,77.33,221.1,1122.03,917.59,3693.11,1820.82,473.53,976.37,2879.22,705.83,8.53,13.83,378.72,1723.77
56,272.42,,36.41,52.33,251.69,1069.55,1008.71,12640.67,1510.16,1107,409.22,2006.08,429.8,19.19,271.91,401.56,1621.8
57,119.56,,22.96,70.98,147.24,1362.12,860.48,12140.83,1633.81,1371.75,303.38,2937.7,876.81,13.02,201.55,400.28,1137.04
58,323.74,,16.2,243.47,53.23,1238.51,1155.1,11099.64,2040.97,1126.61,469.42,3288.88,1242.86,14.48,40.6,422.9,1449.66
59,199.31,,9.2,65.49,59.87,841.07,1060.35,4082.13,1654.41,435.82,407.79,3803.61,996.03,15.8,25.7,327.75,1788.1
60,355.63,,66.65,46.58,135.73,173.68,907.31,5727.97,1225.65,366.37,564.99,2196.01,448.21,18.33,77.09,307.11,1507.84
61,229.72,,56.16,52.76,108.35,1415.38,884.15,6829.46,1055.82,913.85,383.73,2948.74,854.76,6.2,112.83,440.49,1159.57
62,63.38,,38.39,246.21,125.2,168.63,1091.08,1635.76,1326.02,1222.76,816.18,3426.17,1075.33,21.54,30.87,415.47,1393.03
63,181.22,,10.33,62.95,122.3,135.53,1030.19,1893.91,2064.86,439.34,522.19,3079.35,649.28,25.76,8.51,249.05,1867.81
64,164.28,,15.57,43.04,141.86,88.69,655.82,1150.55,565.06,692.18,1039.56,1760.29,403.25,12.4,31.8,287.13,1844.17
65,67.31,,29.55,50,141.17,383.03,879.87,1107.08,1533.68,1334.35,581.78,2309.98,734.03,17.02,29.45,307.14,1257.84
66,314.15,,3.69,228.07,107.66,159.34,1037.35,1254.97,1247.94,1337.69,661.02,2348.55,832.64,6.82,,386.21,1371.08
67,276.88,,17.48,58.88,225.01,88.06,1036.67,1460.01,1978.39,772.99,789.84,3675.14,602.92,13.51,16.7,259.91,1926.8
68,108.51,,42.04,42.35,131.61,193.39,522.15,910.74,828.1,493.22,946.18,2159.14,335.12,14.98,141.41,268,1757.38
69,48.59,,77.53,44.74,151.11,125.81,761.98,796.28,1565.5,816.52,488.91,2446,491.74,19.26,65.43,200.96,1205.01
70,788.56,,31.95,246.83,205.22,82.94,27.95,915.07,2724.66,1511.23,1205.09,2484.32,683.93,8.89,32.89,68.84,3939.22
71,2063.28,,109.09,59.25,208.52,227.42,259.93,481.78,1777.29,4579.97,2147.67,2015.34,394.66,11.46,18.57,96.8,1147.13
72,564.2,,34.37,35.19,302.01,400.32,60.09,2777.04,1668.19,1063.17,312.85,794.68,418.19,4.36,17.38,64.79,1097.91
