Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
43,185.2,,71.64,54.18,149.54,2972.89,2349.44,2713.62,814.7,606.48,1280.21,2999.76,202.24,80.27,87.26,227.62,2519.19
44,183.13,,89.15,46.21,153.86,2660.71,3387.23,2566.8,2344.3,622.8,932.56,2886.99,248.32,83.44,71.88,267.59,2399.84
45,127.08,,161.64,148.29,191.25,367.06,1489.77,1518.52,691.57,753,1026.54,1255.62,185.86,90.39,45.1,183.4,2928.05
46,187.95,,86.63,137.36,181.96,1477.85,3445.63,1958.26,1020,1721.29,1004.67,2731.96,423.2,117.58,169.91,232.94,4056.36
47,169.44,,47.69,60.65,180.91,1830.49,2339.73,2514.4,722.27,925.75,1419.69,3584.88,328.25,110.82,96.19,268.13,1829.91
48,160.13,,72.64,37.43,137.34,1515.64,3312.41,3142.73,1287.28,560.88,1022.19,2616.37,274.32,133.86,212.9,364.98,1923.01
49,140.32,,140.86,139.72,179.98,2343.75,1234.9,2065.82,1209.73,522.66,893.63,1305.08,249.72,170.54,62.24,207.81,2733.91
50,335.58,,83.49,151.18,181.84,2055.86,3157.19,1901.18,1450.26,1248.07,990.59,2950.75,356.93,96.48,99.35,230.3,3990.81
51,199.55,,72.19,44.95,280.76,1022.95,2026.02,1919.25,1408.08,883.65,859.34,1727.62,311.14,157.84,135.07,276.52,1974.17
52,205.34,,92.14,31.51,135.28,1279.59,2364.94,2804.99,560.22,747.63,930.35,1768.18,287.38,233.22,130.05,266.7,2054.08
53,85.79,,84.25,120.63,151.24,488.93,1245.35,2030.49,571.13,401.25,751.44,1630.68,236.33,122.17,87.52,239.86,2936.31
54,132.77,,56.15,130.9,76.86,1961.2,2702.51,2060.17,1139.84,665.24,910.32,3551.27,345.7,103.92,74.64,203.27,3888.46
55,153.39,,36.96,39.84,146.48,1065.15,1832.37,1503.71,954.94,502.4,1073.98,2402.85,306.49,113.53,66.57,284.49,2379.3
56,87.45,,50.22,32.45,408.28,1099.45,1750.2,2202.36,833.38,764.43,903.77,2454.87,298.02,89.46,181.39,325.73,2244.1
57,81.18,,81.82,104.93,379.75,1393.35,1263.19,2300.57,1066.35,718.96,794.29,2050.66,228.1,71.88,110.19,235.79,3051.42
58,121.24,,64.54,122.29,253.12,2151.47,2367.31,2061.81,1448.92,830.07,1070.25,3141.71,482.75,121.89,95.54,213.5,3739.84
59,93.91,,28.26,35.47,182.31,1230.2,1654.65,1385.14,1278.03,551.4,846.2,2956.18,335.62,88.95,35.4,282.91,2564.74
60,90.99,,52.85,29.68,387.12,501.36,1898.33,2523.53,1017.95,295.02,1048.21,3177.82,385.05,80.55,26.12,274.92,2656.95
61,99.27,,50.27,65.93,172.63,1560.56,1404.66,1306.99,1061.36,807.65,941.97,1856.54,243.55,110.37,41.62,286.51,2644.01
62,14.47,,69.72,121.33,202.29,579.1,2209.48,1293.58,1183.55,584.98,1179.2,2169.18,302.79,119.28,13.09,322.66,3599.46
63,25.02,,74.57,34.16,162.17,560.36,2062.47,1514.92,1180.33,893.72,933.51,2403.24,263.53,84.56,13.86,348.81,2515.66
64,9,,72.7,26.56,212.72,439,1552.33,2821.45,891.01,353.84,1754.82,2298.31,409.18,161.72,7.61,396.56,2548.99
65,43.26,,38.4,69.95,194.26,1417.32,1555.22,1686.13,1199.95,335.17,750.1,1642.3,230.77,90.1,39.86,259.9,2895.43
66,22.98,,46.08,113.69,259.97,612.91,2146.89,1522.47,945.05,464.36,1155.96,2190.17,260.85,122.96,12.15,287.09,3496.11
67,26.37,,73.43,32.02,235.69,445.12,1464.35,1076.77,810.4,688.33,976.75,2954.44,269.81,205.19,18.48,336.62,2564.28
68,42.47,,108.15,27.02,191.55,329.6,1572.16,1855.87,794.51,677.91,1442.83,1937.33,425.97,188.77,30.36,203.91,2550.03
69,10.32,,68.44,71.07,280.03,631.89,1198.25,1828.68,909.6,451.02,812.1,2000.12,181.06,114.96,50.3,190.12,2824.64
70,0.93,,36.12,98.43,206.83,596.87,2365.39,2210.77,738.03,302.52,663.4,1279.33,784.19,267.96,60.15,106.12,1644.71
71,,,25.21,79.46,127.02,459.7,1212.42,1704.4,946.01,234.44,721.14,1617.83,381.84,378.33,155.73,51.38,1496.79
72,16,,15.17,17.66,55.21,453.97,727.77,723.19,632.35,218.85,680.31,2648.93,314.77,400.1,138.5,51.35,1463.27
