Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
41,3283.22,,37.77,757.1,268,2288.33,3507.63,1845.99,1423.15,1256.02,993.99,4786.01,1868.24,268.43,1751.47,1230.3,7373.89
42,3281.28,,19.94,664.14,343.35,7841.51,3788.37,3393.07,1269,1251.94,1593.26,5776.46,2860.35,651.89,686.63,1396.07,7896.88
43,1659.2,,26.41,870.77,206.18,1949.08,2069.95,3673.83,761.05,770.88,1983.56,3724.67,2425.1,556.86,2009.87,1593.62,5943.75
44,1599.19,,55.17,802.98,200.63,2479.61,2798.58,2975.34,1467.81,830.88,1527.8,4796.17,1283.05,498.95,3354.82,1500.59,5634.58
45,3414.47,,32.95,822.58,187.82,3252.51,1995.45,2938.81,671.38,923.87,1038.91,4783.11,2258.12,318.75,4510.24,1229.2,6991.64
46,4623.16,,69.17,590.29,323.56,2648.95,4985.37,2640.37,1317.81,1087.46,1437.45,4916.81,3296.16,885.01,4401.01,1462.47,7424.71
47,2228.43,,177.21,946.18,191.08,1763.5,1728.04,3632.03,813.83,967.17,1575.41,2762.79,2415.34,729.5,3329.65,1418.63,5466.46
48,631.96,,42.58,717.71,239.17,1647.79,2604.44,2930.95,564.54,745.86,1314.63,3512.63,1425.48,551.52,2726.15,1673.06,4933.1
49,1920.35,,93.45,879.96,436.29,2912.77,2431.8,1989.72,1165.32,857.1,1262.02,4411.08,2236.38,666.19,3627.02,1366.82,7656.76
50,2767.3,,80.31,747.43,234.98,2343.56,4717.57,2806.86,1744.24,782.31,1245.85,3879.6,3022.92,757.31,1474.85,1392.69,7658.72
51,1094.49,,175.93,860.39,407.3,2088.69,2054.48,3576.05,810.35,1007.77,1414.33,2917.53,2390.16,343.07,1507.78,1425.91,5597.35
52,176.69,,201.17,736.76,334.54,1440.82,2330.31,2746.75,1141.73,879.73,744.53,3897.47,1361.53,894.45,1214.73,1538.06,5194.29
53,114.13,,70.64,850.86,429.97,1825.62,2261.99,2084.3,1360.28,804.03,711.99,3960.51,2294.67,489.44,1997.59,1365.25,7097.61
54,760.07,,26.94,694.84,256.31,2500.66,4367.46,2749.58,1057.79,869.67,822.78,4279.52,3160.28,390.06,1677.75,1112.42,8336.6
55,354.82,,96.18,803.65,349.52,1812.69,2406.34,3380.66,568.57,857.59,1121.99,3238.75,2289.83,1000.15,793.56,1258.38,6155.94
56,314.55,,98.09,707.81,758.39,1931.5,1886.03,2820.05,263.16,929.38,597.71,3748.68,1292.45,618.05,1661.82,1442.09,5576.28
57,552.08,,70.04,924.88,796.1,1737.37,1975.04,1533.23,666.12,822.74,764.94,4019.47,2385.14,682.22,1153.36,1513.86,6971.38
58,3049.08,,482.59,760.75,349.26,2579.36,3645.67,2883.61,983.51,1043.03,591.34,4919.67,3145.9,581.34,1718.39,1337.27,8597.5
59,902.31,,380.18,688.67,368.99,1610.13,2330.11,2814.79,724.15,723.71,468.4,2772.19,2035.68,361.26,1006.84,1134.4,6312.85
60,947.67,,423.94,614.04,756.62,724.76,1986.56,2534.22,758.41,1115.12,776.26,3925.52,1313.85,331.38,750.56,1002.34,5678.91
61,1173.68,,132.27,744.04,508.53,1640.62,2113.42,1086.69,1635.82,786.88,612.67,4255.15,2026.52,408.5,463.57,1315.82,6626.62
62,4666.74,,213.99,741.38,277.09,1291.48,4178.1,2355.21,801.15,1211.18,1260.55,3709.75,1966.17,334.5,917.29,1189.35,8223.62
63,3340.04,,419.83,705.53,306.09,1928.37,2625.28,3029.08,331.63,990.88,1083.38,2950.04,1793.76,291.33,427.26,1198.66,6573.91
64,894.67,,261.73,588.63,289.7,743.02,2455.81,2429.93,1238.18,1250.09,859.21,3359.01,1013.81,578.46,605.63,1351.66,5682.9
65,340.99,,216.5,771.54,309.53,1260.32,2168.32,1102.05,553.87,1136.21,471.14,4178.34,1493.93,279.79,663.62,841.49,7102.28
66,1069.66,,72.78,822.11,312.48,1331.03,4145.48,2516.95,791.16,1181.91,792.79,3497.81,1709.66,236.16,418.14,839.77,7959.18
67,420.7,,187.99,647.64,304.29,1577.84,2728.94,1748.87,332.1,761.47,814.65,2803.47,1738.28,675.57,627.32,365.89,6565.58
68,115.11,,291.3,601.45,238.36,396.27,2153.14,2549.93,1220.12,975.98,809.44,2898.23,1067.07,552.53,303.84,710.64,6012.72
69,850.44,,183,783.5,330.65,1063.1,1869.48,1266.38,1059.24,366,510.53,3877.29,1168.4,286.9,546.19,803.49,6728.98
70,1213.54,,242.69,739.59,371.28,1428.28,2031.68,2428.67,970.27,415.89,687.32,2695.56,1632.18,723.78,960.55,1143.85,2511.43
71,425.6,,314.65,681.34,460.7,1152.69,1270.39,1843.74,543.39,338.79,1490.84,2653.17,1892.59,747.74,430.7,746.41,6977.01
72,127.89,,130.07,613.79,385.65,498.22,814.58,1069.81,1106.9,147.47,777.92,4923.49,1615.67,674.29,88.68,1213.88,6347.72
