Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
47,,,400.13,12.35,2706.6,63.52,177.07,212.41,123.6,50.52,38.06,593.64,5539.12,12.67,0.12,87.2,40.59
48,,,1090.01,5.19,8015.42,76.25,72.1,1142.76,964.57,80.24,0.89,520.26,3426.92,222.06,0.03,164.32,33.85
49,0.1,,260.61,10.98,4413.67,16.7,43.7,237.12,51.27,123.3,13.23,395.33,2703.58,2.1,0.19,206.83,115.64
50,0.14,,48.69,25.27,6738.25,48.21,33.27,934.54,136.58,0.1,7.66,315.67,3924.87,5.19,0.04,73.43,89.23
51,0.04,,379.83,11.64,2844.16,173.45,106.29,171.45,127.02,96.37,212.11,538.12,5352.76,12.85,0.01,66.28,46.07
52,0.02,,1012.55,4.85,8306.33,85.57,79.81,1005.05,749.24,164.85,0.98,261.48,3196.53,0.81,0,138.5,36.53
53,0.3,,242.95,11.27,4496.62,71.15,52.59,234.29,33.52,49.41,11.61,316.78,2661.2,0.39,0.63,156.59,125.48
54,,,43.01,23.9,6551.23,12.59,26.67,950.14,92.25,0.19,7.4,220.57,3760.74,20.72,0,40.75,74.66
55,,,340.75,16.79,2539.59,197.78,96.9,153.09,131.2,180.65,250.31,418.57,5065.7,87.18,0.04,22.82,44.9
56,,,996.93,4.26,8403.69,12.82,96.02,1248.61,676.83,215.26,9.44,197.33,3111.95,2.1,0,35.82,37.55
57,,,233.04,9.78,4628.61,14.61,37.23,170.31,36.95,34.47,1.57,303.12,2740.31,0.2,0.07,49.32,129.92
58,,,45.91,27.52,7028.28,9.99,20.56,834.34,66.3,6.34,3.33,220.15,3994.98,5.6,0,34.68,75.84
59,,,352.42,17.11,2360.54,61.33,84.79,108.05,122.02,144.08,2.12,314.43,5168.57,78.76,0.14,29.12,48.86
60,,,676.17,3.9,8838.49,26.25,140.64,2620.35,617.82,103.18,1.58,83.19,3146.49,0.12,0.03,50.7,39.43
61,,,243.34,8.04,4730.98,34.61,45.24,159.99,34.77,33.25,0.15,217.33,2592.24,0.11,0.05,22.16,123.69
62,,,43.93,29.66,7809.68,1.33,10.94,444.03,67.11,18.98,0.93,211.29,3920.37,1.11,0.01,14.77,78.61
63,,,340.82,17.59,2637.26,70.88,68.82,47.35,125.6,79.1,5.27,349.92,4062.01,4.16,0.28,24.62,51.88
64,,,549.25,3.86,7849.46,43.99,128.06,1278.29,613.21,38.56,0.75,103.64,2972.14,0.27,0.06,42.18,45.94
65,0.22,,227.3,6.34,5108.67,43.6,53.98,163.36,74.17,,,201.99,2303.15,0.57,0.01,24.93,72.94
66,0.53,,31.68,32.02,7819.69,1.18,12.15,449.65,77.58,105.73,12.92,199.68,3656.74,0.2,0.02,12.5,79.36
67,0.3,,308.98,19.48,2774.44,81.01,103.21,58.41,100.16,28.98,5.64,242.41,4219.62,3.28,1.43,11.47,51.82
68,0.07,,424.49,3.47,8817.73,5.84,126.03,89.33,484.94,120.59,17.7,127.33,3168.61,0.17,0.05,39.56,46.27
69,,,191.92,6.25,5077.76,2.08,10.46,20.48,389.59,87.12,63.5,229.87,931.45,0.47,0.18,1.65,336.09
70,,,379.08,30.8,7446.86,26.09,20.45,40.65,193.12,,68.21,206.9,115.65,0.84,0.87,34.85,144.68
71,,,272.33,35.21,2289.96,14.37,23.18,88.62,153.51,108.12,20.26,193.37,3022.85,0.02,0.4,45.82,103.97
72,,,237.36,2.58,8375.27,20.18,142.99,168.26,402.19,4.91,236.58,205.38,1345.61,3.74,,20.27,364.86
