Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
44,160.4,,221.26,418.19,150.49,286.57,1513.67,6091.69,1290.81,466.26,675.78,1330.5,512.11,828.15,121.59,337.03,1357.72
45,120.18,,200.94,852.68,153.16,334.58,1870.11,3817.92,1597.41,996.76,661.99,1461.89,773.06,193.1,102.1,377.76,896.81
46,164.55,,53.8,1932.73,156.5,96.3,2522.06,4299.09,1465.86,1134.25,683.35,974.52,651.56,235.01,61.2,346.39,1420.37
47,201.19,,52.59,805.5,91.83,86.04,852.78,4027.44,1500.04,124.68,518.06,1080.09,582.09,196.12,12.63,340.12,1062.85
48,165.09,,216.43,306.79,228.2,487.46,1396.08,5458.94,969.33,278.28,768.64,1063.3,524.96,499.88,120.03,380.17,754.99
49,195.69,,154.69,872.93,443.14,164.45,1748.88,3594.13,1824.96,912.85,555.22,1108.4,586.38,99.9,42.69,302.38,880.82
50,188.46,,38.75,1420.82,74.57,138.28,2667.93,3924.27,1215.8,608.76,708.82,724.04,640.5,276.66,110.39,414.39,1348.4
51,175.27,,55.52,621.71,196.2,58.34,818.09,3769.2,1002.02,302.72,686.2,874.61,627.41,173.11,195.21,410.9,1069.24
52,150.17,,258.41,304.79,197.34,219.86,1618.05,3844.66,993.6,330.73,540.76,743.37,509.44,291.86,47.98,330.91,768.34
53,133.84,,120.33,841.02,534.1,71.88,1490.61,2308.54,1015.21,742.03,587.19,1054.89,556.56,125.78,170.26,250.16,669.16
54,175.36,,29.67,1449.93,194.4,74.48,2500.8,3537.51,1194.27,609.27,540.28,789.08,587.04,89.57,189.68,319.61,1236
55,130.44,,97.45,573.68,292.67,83.09,537.07,3459.93,938.38,354.63,497.62,1074.82,623.16,1202.41,230.57,549.26,1050.89
56,113.13,,314.26,278.37,426.25,102.51,1205.47,3127.27,1355.84,501.71,696.28,1754.48,505.19,777.66,248.96,686.86,744.5
57,172.67,,47.95,811.95,317.36,126.56,1185.46,2154.88,710.14,939.41,1610.42,1182.45,563.44,143.34,106.58,196.06,697.23
58,292.31,,126.69,1484.01,366.99,162.55,1597.53,3087.97,1354.7,740.89,551.09,834.96,546.31,81.82,68.82,362.8,1161.34
59,136.12,,145.33,510,214.05,99.52,459.33,2343.17,706.58,586.8,604.1,952.83,576.95,32.48,52.27,467.66,957.4
60,124.03,,134.84,242.28,772.03,192.17,890.94,2512.85,395.61,703.43,1194.62,1625.43,480.68,27.33,6.85,191.01,774.88
61,160.14,,82.23,668.25,276.48,77.09,1238.23,2162.35,623.85,942.79,1104.49,1239.53,610.04,119.22,38.86,183.44,490.3
62,50.82,,169.16,1476.57,316.02,169.36,1375.45,2324.64,722.9,815.31,629.92,1361.11,457.61,36.74,24.77,354.33,800.13
63,63.07,,148.28,531.91,357.19,63.19,435.71,2297.93,675.24,490.8,736.65,1101.41,591.96,98.54,33.76,194.47,962.93
64,73.73,,145.69,248.19,533.79,80.36,569,1528.31,533.48,669.27,1201.08,848.67,451.23,33.17,18.4,192.17,651.55
65,18.95,,177.49,594.34,347.56,85.34,1468.44,1810.48,737.85,591.53,961.01,1116.99,506.12,29.63,20.45,140.14,596.24
66,14.34,,119.72,1641.89,263.87,145.44,821.42,1630.07,823.33,251.44,1110.98,1073.08,519.79,74.55,7.7,317.95,789.95
67,63.64,,111.26,592.49,246.24,123.31,542.85,1286.55,982.94,390.79,565.45,1266.45,588.61,81.3,5.72,179.21,954.31
68,33.5,,169.78,253.83,505.66,137.78,402.81,1587.34,525.27,484.52,1225.72,1085.85,452.48,11,1.3,171.64,607.76
69,19.22,,85.28,604.1,176.34,276.42,1098.27,1230.44,597.52,215.67,1016.3,1359.28,429.47,39.97,9.97,102.19,622.95
70,144.91,,256.32,1568.59,431.85,667.74,671.41,6260.45,1996.11,1472.06,1366.07,969.26,829.78,421.17,93.19,191.06,785.74
71,44.84,,285.92,452.65,159.34,177.88,134.03,2833.02,783.43,861.66,1913.38,836.95,1227.61,340.42,4.16,245.73,1705.21
72,112.79,,80.12,224.11,235.4,144.47,526.39,1951.58,506.37,814.55,1445.21,3255.8,3095.19,12.56,119.91,147.66,2330.92
