Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
47,24.16,,68.22,694.88,45.12,876.19,446.33,139.07,764.62,68.93,248.73,155.43,152.2,103.65,144.76,60.91,65.03
48,237.33,,128.11,572.88,44.08,99.78,469.7,125.93,523.01,34.22,237.84,197.78,206.28,131.67,7.45,77.6,36.25
49,192.54,,60.14,698.66,130.13,148.18,298.74,285.52,650.97,225.07,432.34,172.4,114.8,126.16,22.86,71.69,36.4
50,149.65,,47.25,719.83,19.36,450.23,676.7,1110.91,874.49,83.39,322.47,175.47,135.44,60.29,21.91,56.69,37.65
51,86.83,,55.26,527.53,42.58,1109.91,545.81,186.13,409.72,132.12,249.57,162.7,189.92,40.35,18.95,50.65,52.85
52,169.03,,120.45,541.5,32.81,284.8,1110.38,130.09,365.81,102.66,194.06,194.46,222.08,76.27,8.79,50.8,30.25
53,157.56,,71.98,620.14,107.5,409.95,294.63,291.08,279.53,122.63,434.7,138.5,136.01,47.13,26.48,50.95,35.04
54,113.24,,40.01,659.53,12.68,479.76,744.69,676.28,530.55,206.71,349.9,272.5,128.98,15.35,28.88,65.84,40.88
55,74.77,,74.9,483.5,28.97,551.69,301.55,219.34,539.24,167.57,192.34,189.69,154.38,42.78,15.95,53.79,22.93
56,159.95,,122.67,529.69,28.2,105.01,385.15,123.56,543.26,171.21,266.97,175.97,140.51,16.07,11.75,39.52,31.52
57,150.43,,135.45,563.36,97.9,203.55,337.18,288.01,257.44,106.55,509.73,157.33,126.76,16.95,31.4,98.05,70.06
58,129.26,,120.38,666.14,90.14,114.59,471.93,708.4,896.47,98.53,362.29,201.88,209.85,32.77,37.37,90.94,39.1
59,50.8,,114.31,356.48,59.28,67.38,326.38,100.28,834.69,202.45,193.47,307.55,142.72,33.45,19.28,36.19,71.21
60,155.05,,314.83,452.16,123.54,96.94,303.1,186.77,391.27,154.58,220.28,241.74,123.69,52.16,7.26,35.39,37.45
61,96.64,,161.62,388.03,97.33,247.38,366.41,284.54,269.42,112.3,249.55,87.74,100.3,77.12,3.36,86.65,166.82
62,26.43,,106.49,614.32,94.69,110,258.98,874.71,346.35,236.44,314.67,208.48,176.73,68.26,10.14,112.86,37.27
63,34.61,,101.83,362.05,126.87,92.75,250.38,142.55,538.54,64.53,282.02,254.35,163.63,55.53,22.73,19.28,104.52
64,3.68,,253.54,414.24,53.01,97.19,483.49,67.88,431.23,197.17,108.41,332.46,152.34,96.73,9.12,24.5,46.73
65,32.98,,237.27,356.75,85.16,462.81,391.42,271.68,266.3,181.65,344.51,167.71,86.53,63.81,8.5,51.51,108.48
66,48.17,,117.23,681.31,82.48,183.55,352.43,562.27,501.1,186.14,584.8,314.85,83.68,38.2,7.64,68.84,41.74
67,6.07,,84.86,370.96,115.19,97.65,300.58,220.73,669.28,208.03,206.62,214.6,113.24,148.93,2.46,29.38,115.88
68,25.21,,108.29,417.79,47.44,101.94,447.82,54.68,368.51,276.86,153.61,430.35,143.76,35.25,4.11,18.96,68.89
69,40.45,,223.65,374.51,50.27,171.07,254.89,118.56,1207.07,204.85,372.67,225.46,54.06,38.21,0.75,113.56,83.91
70,29.96,,68.73,673,87.53,208.81,114.44,357.67,907.93,19.44,640.01,182.27,242.48,65.57,24.4,92.86,72.05
71,32.8,,37.86,330.71,46.37,174.79,145.42,95.5,471.4,30.34,417.87,327.95,295.72,62.67,34.13,32.03,5.17
72,24.93,,44.36,249.76,26.97,196.35,101.22,63.99,533.55,32.38,243.91,92.67,850.72,147.8,19.26,14.38,99.97
