Time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
45,51.47,,866,149.21,2184.71,414.47,1073.42,769.93,3145.39,832.74,734.5,1166.86,1478.39,239.35,521.84,342.91,560.49
46,95.24,,1356.19,529.97,1299.32,413.56,1641.56,1506.11,2343.57,825.54,1247.51,763.16,2109.91,545.02,638.22,307.95,434.47
47,70.61,,400.82,141.29,308.87,267.16,1451.27,764.51,1995.72,689.64,664.83,537.95,1758.99,788.47,605.73,343.21,396.98
48,319.76,,228.37,48.64,193.06,886.76,963.27,745.42,1671.86,615.18,915.7,715.16,974.06,562.24,539.64,385.2,579.19
49,181.31,,916.13,134.5,819.22,381.24,958.56,790.29,2497.16,597.19,1352.22,877.89,1373.7,905.21,534.84,276.2,618.91
50,233.98,,1397.08,436.28,609.56,418.41,1993.39,1304.95,2007.68,606.78,1070.83,606.83,2009.05,261.47,452.39,312.22,468.46
51,99.63,,328.9,120.29,361.26,362.38,1577.36,825.76,1679.38,704.34,1104.28,664.08,1554.29,519.9,610.98,284.66,443.57
52,161.31,,262.09,53.24,302.84,673.69,996.49,1241.04,2299.33,564.21,1024.75,701.33,905.21,553.57,620.94,323.66,580.44
53,138.12,,1036.99,114.77,743.97,270.12,908.28,655.45,1706.14,659.61,780.07,646.27,1287.3,692.8,611.7,243.72,580.45
54,200.23,,814.69,363.94,904.61,624.34,1873.98,1110.1,2004.65,1010.27,912.51,617.23,1941.56,135.2,626.09,305.94,437.24
55,91.21,,234.29,97.93,278.79,516.73,1270.73,852.32,1670.58,754.08,818.83,497.95,1471.01,659.02,749.05,228.34,430.53
56,280.54,,396.91,52.22,597.79,280.06,1234.73,1527.18,1759.88,592.09,1053.79,872.47,903.93,266.77,1016.9,301.89,610.6
57,206.88,,900.79,91.88,896.88,597.24,719.08,444.46,1561.13,650.38,548.38,542.39,1313.43,329.73,880.26,220.22,636.38
58,217.87,,707.71,344.42,487.28,551.68,1762.87,1416.68,1663.49,854.66,939.83,563.35,2074.14,1485.42,1185.9,236.24,471.69
59,91.93,,204.98,96.11,123.11,541.38,1302.47,761.77,1297.38,918.79,793.01,802.77,1397.36,776.61,378.38,216.55,573.4
60,244.66,,287.83,48.48,590.44,364.25,1143.27,1657.68,1316.89,525.96,781.04,1005.3,810.33,854.79,450.87,378.77,706.2
61,149.48,,1043.99,63.88,820.35,631.85,1033.27,429.79,1402.31,1004.92,857.68,554.87,1173.38,364.9,357.65,208.84,632.32
62,26.88,,863.08,356.62,979.55,420.83,1305.43,1281.56,1363.18,1204.19,1130.15,562.39,1892.58,288.16,258.18,303.39,465.95
63,14.86,,293.93,93.57,236.64,361.97,1366.59,736.4,1175.89,614.6,1255.17,1012.2,1395.24,426.97,450.61,235.52,610.97
64,24.41,,243.97,42.29,202.44,160.5,1073.42,2094.2,1525.57,515.03,1232.42,901.16,751.25,396.68,429.28,342.82,767.07
65,36.05,,797.72,67.63,549.14,508.21,1146.47,599.14,1192.59,977.1,830.84,740,1074.52,553.31,307.47,238.28,750.69
66,4.84,,828.12,360.88,452.8,451.27,1716.26,1009.58,1934.51,1184.86,1383.84,490.45,1518.8,462.02,563.08,311.11,590.82
67,27.5,,299.04,87.61,431.01,627.96,1416.14,690.07,1534.44,1006.04,892.03,947.52,1309.65,551.38,375.58,203.24,620.73
68,17.3,,190.01,39.05,158.34,219.85,1038.45,2351.61,1648.39,1135.11,1153.41,746.23,728.46,941.46,311.99,252.9,860.12
69,13.94,,1032.45,68.25,1001.41,546.53,1024.21,1036.64,1235.99,671.44,999.71,872.43,1106.5,408.44,447.81,231.51,862.62
70,135.67,,1246.79,305.81,1132.86,786.97,2486.85,2267.4,1565.39,583.29,1099.06,448.41,1433.37,2146.89,478.24,370.95,1336.25
71,91.17,,335.34,61.28,518.24,648.72,995.22,1435.95,3949.73,373.37,1125.9,799.75,975.23,2256.95,244.55,1316.75,515.73
72,10.57,,110.14,32.34,508.15,714,366.59,738.34,2193.86,249.24,1062.46,380.72,758.54,2337.53,189.77,1025.74,1391.23
